Date,Customer ID,Product Category,Product Name,Quantity Sold,Price,Discount Applied,Payment Method,Total Sales,Month,Revenue
2024-09-12,f0d400c9,Toys,Vacuum,3,399.07,0.24,PayPal,909.8796,2024-09,909.8796
2024-09-13,42445a4b,Electronics,Board Game,3,313.84,0.29,PayPal,668.4792,2024-09,668.4792
2024-09-14,90d00abf,Clothing,Novel,2,271.4,0.15,Credit Card,461.3799999999999,2024-09,461.3799999999999
2024-09-15,da356a9b,Clothing,Shoes,4,448.01,0.03,Credit Card,1738.2788,2024-09,1738.2788
2024-09-16,34241ed2,Toys,Vacuum,3,396.41,0.16,Credit Card,998.9531999999999,2024-09,998.9531999999999
2024-09-17,0c2ab730,Toys,Laptop,1,84.32,0.14,Bank Transfer,72.5152,2024-09,72.5152
2024-09-18,9629f6e0,Toys,Laptop,2,162.74,0.25,Credit Card,244.11,2024-09,244.11
2024-09-19,35261ed1,Clothing,Laptop,1,131.76,0.03,PayPal,127.8072,2024-09,127.8072
2024-09-20,7e927e9a,Electronics,Board Game,1,374.53,0.15,Bank Transfer,318.3505,2024-09,318.3505
2024-09-21,3d84d143,Toys,Shoes,3,26.43,0.05,Credit Card,75.32549999999999,2024-09,75.32549999999999
2024-09-22,e3b29d48,Books,Novel,2,289.25,0.1,PayPal,520.65,2024-09,520.65
2024-09-23,9212e795,Books,Vacuum,4,383.6,0.22,Bank Transfer,1196.832,2024-09,1196.832
2024-09-24,5aa855fe,Toys,Laptop,4,439.62,0.14,Bank Transfer,1512.2928,2024-09,1512.2928
2024-09-25,64ef2632,Books,Shoes,3,177.62,0.11,Bank Transfer,474.2454,2024-09,474.2454
2024-09-26,d3e00357,Electronics,Vacuum,3,412.42,0.12,Credit Card,1088.7888,2024-09,1088.7888
2024-09-27,438f8347,Toys,Vacuum,2,64.21,0.14,Credit Card,110.4412,2024-09,110.4412
2024-09-28,07eabf10,Clothing,Vacuum,4,424.76,0.24,Bank Transfer,1291.2704,2024-09,1291.2704
2024-09-29,3d01533d,Books,Laptop,4,72.47,0.27,Credit Card,211.6124,2024-09,211.6124
2024-09-30,468f8edd,Toys,Shoes,4,204.67,0.29,Credit Card,581.2628,2024-09,581.2628
2024-10-01,c7bb0b7e,Electronics,Shoes,1,400.67,0.24,Bank Transfer,304.5092,2024-10,304.5092
2024-10-02,f4ff95b7,Electronics,Vacuum,4,83.46,0.09,Bank Transfer,303.7944,2024-10,303.7944
2024-10-03,14525f09,Electronics,Shoes,1,122.33,0.21,Credit Card,96.64070000000001,2024-10,96.64070000000001
2024-10-04,c423f1bb,Home,Vacuum,2,363.9,0.13,Bank Transfer,633.1859999999999,2024-10,633.1859999999999
2024-10-05,747eae8a,Clothing,Novel,1,362.82,0.08,PayPal,333.7944,2024-10,333.7944
2024-10-06,b4938e98,Books,Novel,2,324.16,0.25,PayPal,486.24,2024-10,486.24
2024-10-07,393e4d65,Books,Laptop,4,350.03,0.01,Credit Card,1386.1188,2024-10,1386.1188
2024-10-08,aac88c3e,Clothing,Laptop,4,275.93,0.27,PayPal,805.7156,2024-10,805.7156
2024-10-09,223204b4,Books,Novel,2,133.38,0.14,Bank Transfer,229.4136,2024-10,229.4136
2024-10-10,ed63b4f8,Clothing,Shoes,3,179.39,0.19,PayPal,435.9177,2024-10,435.9177
2024-10-11,e59e127e,Home,Novel,2,98.98,0.2,Credit Card,158.368,2024-10,158.368
2024-10-12,616288bd,Toys,Novel,3,455.14,0.27,PayPal,996.7566,2024-10,996.7566
2024-10-13,f2767ea7,Toys,Board Game,1,295.86,0.19,PayPal,239.6466,2024-10,239.6466
2024-10-14,af3a9370,Electronics,Board Game,1,206.42,0.18,PayPal,169.2644,2024-10,169.2644
2024-10-15,0de1cfba,Home,Shoes,1,236.38,0.02,Bank Transfer,231.6524,2024-10,231.6524
2024-10-16,18084a7c,Clothing,Vacuum,4,474.17,0.16,PayPal,1593.2112,2024-10,1593.2112
2024-10-17,d4177d0f,Electronics,Laptop,1,85.14,0.05,Bank Transfer,80.883,2024-10,80.883
2024-10-18,106e2e45,Books,Shoes,3,297.25,0.22,PayPal,695.565,2024-10,695.565
2024-10-19,085ddd8c,Books,Board Game,1,257.89,0.15,Bank Transfer,219.2065,2024-10,219.2065
2024-10-20,ac745f2d,Clothing,Novel,2,309.61,0.2,PayPal,495.376,2024-10,495.376
2024-10-21,57d1a471,Books,Shoes,2,18.87,0.01,Credit Card,37.3626,2024-10,37.3626
2024-10-22,f186be73,Home,Vacuum,4,437.34,0.03,Bank Transfer,1696.8792,2024-10,1696.8792
2024-10-23,cceb441d,Home,Board Game,2,466.74,0.21,Bank Transfer,737.4492,2024-10,737.4492
2024-10-24,85cfbb07,Electronics,Shoes,3,286.92,0.02,Bank Transfer,843.5448,2024-10,843.5448
2024-10-25,6c22c2b6,Electronics,Shoes,1,351.36,0.02,PayPal,344.3328,2024-10,344.3328
2024-10-26,c0171fc7,Toys,Novel,4,462.02,0.0,PayPal,1848.08,2024-10,1848.08
2024-10-27,fcc64159,Toys,Board Game,1,356.55,0.29,PayPal,253.1505,2024-10,253.1505
2024-10-28,dd886f79,Home,Novel,1,84.74,0.22,Credit Card,66.0972,2024-10,66.0972
2024-10-29,36649fcf,Toys,Board Game,3,292.38,0.11,PayPal,780.6546,2024-10,780.6546
2024-10-30,3f46adbb,Home,Novel,2,307.29,0.09,Bank Transfer,559.2678000000001,2024-10,559.2678000000001
2024-10-31,c5679a33,Electronics,Novel,2,217.82,0.1,Bank Transfer,392.076,2024-10,392.076
2024-11-01,45f042df,Electronics,Vacuum,1,370.86,0.23,Credit Card,285.5622,2024-11,285.5622
2024-11-02,7f2c9b07,Clothing,Novel,4,467.84,0.2,Bank Transfer,1497.088,2024-11,1497.088
2024-11-03,92b16d1e,Toys,Vacuum,2,463.53,0.06,PayPal,871.4363999999999,2024-11,871.4363999999999
2024-11-04,38bfe149,Books,Shoes,4,230.91,0.05,PayPal,877.458,2024-11,877.458
2024-11-05,ebf9b0b0,Toys,Shoes,2,65.49,0.03,PayPal,127.0506,2024-11,127.0506
2024-11-06,23e529fd,Toys,Laptop,4,492.57,0.2,Bank Transfer,1576.224,2024-11,1576.224
2024-11-07,bd6076b7,Clothing,Shoes,3,421.06,0.23,Bank Transfer,972.6486000000001,2024-11,972.6486000000001
2024-11-08,a1ce0a27,Clothing,Board Game,4,71.08,0.08,PayPal,261.5744,2024-11,261.5744
2024-11-09,8807d73d,Electronics,Vacuum,3,461.21,0.01,Bank Transfer,1369.7937,2024-11,1369.7937
2024-11-10,d86c14a0,Books,Shoes,3,436.25,0.02,PayPal,1282.575,2024-11,1282.575
2024-11-11,3af66e60,Toys,Laptop,4,264.23,0.29,Bank Transfer,750.4132,2024-11,750.4132
2024-11-12,ef7ec416,Home,Laptop,3,299.72,0.09,PayPal,818.2356000000001,2024-11,818.2356000000001
2024-11-13,b3868343,Books,Board Game,1,205.51,0.23,PayPal,158.2427,2024-11,158.2427
2024-11-14,609c1568,Electronics,Laptop,3,36.83,0.19,Credit Card,89.4969,2024-11,89.4969
2024-11-15,86d492ad,Toys,Novel,2,174.25,0.11,Bank Transfer,310.165,2024-11,310.165
2024-11-16,6259b857,Toys,Board Game,4,403.4,0.06,PayPal,1516.784,2024-11,1516.784
2024-11-17,5fead32e,Toys,Board Game,1,12.27,0.04,PayPal,11.7792,2024-11,11.7792
2024-11-18,0eda6f46,Toys,Laptop,4,173.41,0.18,PayPal,568.7848,2024-11,568.7848
2024-11-19,00fa2a82,Toys,Shoes,2,205.1,0.23,Credit Card,315.854,2024-11,315.854
2024-11-20,dfafb545,Electronics,Novel,2,273.32,0.19,Bank Transfer,442.7784,2024-11,442.7784
2024-11-21,c93855aa,Books,Laptop,2,460.73,0.16,Bank Transfer,774.0264,2024-11,774.0264
2024-11-22,cda18c29,Clothing,Shoes,3,179.71,0.01,PayPal,533.7387,2024-11,533.7387
2024-11-23,be953c6c,Toys,Laptop,3,180.01,0.29,Bank Transfer,383.4213,2024-11,383.4213
2024-11-24,c6e0da38,Toys,Board Game,4,371.38,0.24,Bank Transfer,1128.9952,2024-11,1128.9952
2024-11-25,a43904d9,Toys,Novel,4,231.59,0.09,PayPal,842.9876,2024-11,842.9876
2024-11-26,9de22df9,Toys,Board Game,1,120.06,0.29,Credit Card,85.2426,2024-11,85.2426
2024-11-27,d41e9019,Clothing,Laptop,1,231.7,0.18,Credit Card,189.994,2024-11,189.994
2024-11-28,10ad16b6,Books,Vacuum,4,79.02,0.17,PayPal,262.3464,2024-11,262.3464
2024-11-29,501e8dbf,Electronics,Vacuum,3,96.43,0.22,PayPal,225.6462,2024-11,225.6462
2024-11-30,183a70e1,Toys,Novel,2,254.2,0.24,PayPal,386.384,2024-11,386.384
2024-12-01,7f263c82,Toys,Shoes,4,215.27,0.2,PayPal,688.864,2024-12,688.864
2024-12-02,4a4e1941,Clothing,Vacuum,1,458.27,0.04,PayPal,439.9392,2024-12,439.9392
2024-12-03,29fe1311,Toys,Shoes,3,187.57,0.1,PayPal,506.439,2024-12,506.439
2024-12-04,c5f0ae03,Home,Novel,4,294.49,0.28,Bank Transfer,848.1312,2024-12,848.1312
2024-12-05,0434133e,Clothing,Vacuum,4,319.81,0.07,PayPal,1189.6932,2024-12,1189.6932
2024-12-06,ce842f58,Books,Vacuum,3,16.42,0.11,PayPal,43.84140000000001,2024-12,43.84140000000001
2024-12-07,2af29533,Clothing,Shoes,4,335.13,0.13,PayPal,1166.2524,2024-12,1166.2524
2024-12-08,3b63cdb2,Electronics,Board Game,3,97.24,0.13,Credit Card,253.7964,2024-12,253.7964
2024-12-09,47bc2a3f,Electronics,Vacuum,2,480.92,0.18,Credit Card,788.7088000000001,2024-12,788.7088000000001
2024-12-10,a7168fc2,Clothing,Board Game,3,82.84,0.28,PayPal,178.9344,2024-12,178.9344
2024-12-11,c3d70e09,Toys,Shoes,3,213.17,0.07,Bank Transfer,594.7443,2024-12,594.7443
2024-12-12,2df38a51,Toys,Board Game,3,51.82,0.04,Credit Card,149.2416,2024-12,149.2416
2024-12-13,fc586cdd,Clothing,Board Game,4,498.47,0.06,Bank Transfer,1874.2472,2024-12,1874.2472
2024-12-14,1827babd,Books,Vacuum,4,256.08,0.27,Credit Card,747.7535999999999,2024-12,747.7535999999999
2024-12-15,caad0ff9,Clothing,Shoes,3,301.74,0.19,Credit Card,733.2282,2024-12,733.2282
2024-12-16,35e75546,Toys,Shoes,4,42.87,0.09,PayPal,156.0468,2024-12,156.0468
2024-12-17,3f9c2ecd,Home,Vacuum,1,377.48,0.24,Credit Card,286.8848,2024-12,286.8848
2024-12-18,d821b7a3,Toys,Board Game,1,112.85,0.26,PayPal,83.509,2024-12,83.509
2024-12-19,4e3c3e5a,Electronics,Board Game,4,450.05,0.25,PayPal,1350.15,2024-12,1350.15
2024-12-20,2074973a,Toys,Board Game,4,110.52,0.28,PayPal,318.2976,2024-12,318.2976
2024-12-21,569be97b,Electronics,Laptop,3,103.44,0.08,Bank Transfer,285.4944,2024-12,285.4944
2024-12-22,ddbb9881,Toys,Shoes,2,27.91,0.23,Credit Card,42.9814,2024-12,42.9814
2024-12-23,3889701f,Clothing,Novel,4,241.31,0.14,Credit Card,830.1064,2024-12,830.1064
2024-12-24,fe3e3368,Electronics,Board Game,1,286.77,0.25,Bank Transfer,215.0775,2024-12,215.0775
2024-12-25,991f0898,Home,Vacuum,3,42.2,0.22,Credit Card,98.748,2024-12,98.748
2024-12-26,f3fa1c19,Books,Laptop,4,390.01,0.23,Bank Transfer,1201.2308,2024-12,1201.2308
2024-12-27,e625050a,Clothing,Board Game,1,232.11,0.2,PayPal,185.688,2024-12,185.688
2024-12-28,90470977,Books,Board Game,1,266.95,0.05,Bank Transfer,253.6025,2024-12,253.6025
2024-12-29,dc2c4b3b,Home,Shoes,2,225.97,0.16,Credit Card,379.6296,2024-12,379.6296
2024-12-30,7e794593,Clothing,Novel,3,206.37,0.3,Bank Transfer,433.377,2024-12,433.377
2024-12-31,45e48788,Home,Shoes,3,284.22,0.28,Credit Card,613.9152,2024-12,613.9152
2025-01-01,51b61869,Clothing,Board Game,2,86.07,0.01,Credit Card,170.4186,2025-01,170.4186
2025-01-02,b951a75d,Books,Laptop,2,99.14,0.05,Credit Card,188.366,2025-01,188.366
2025-01-03,c6dc53a2,Electronics,Vacuum,3,432.27,0.04,PayPal,1244.9376,2025-01,1244.9376
2025-01-04,c16f05fd,Toys,Board Game,3,473.6,0.22,Bank Transfer,1108.224,2025-01,1108.224
2025-01-05,3f2b278c,Home,Shoes,4,192.92,0.25,Credit Card,578.76,2025-01,578.76
2025-01-06,ad375000,Books,Vacuum,4,142.66,0.06,PayPal,536.4015999999999,2025-01,536.4015999999999
2025-01-07,f74d7402,Books,Shoes,2,325.56,0.15,Credit Card,553.452,2025-01,553.452
2025-01-08,5800c30c,Books,Laptop,4,210.28,0.25,PayPal,630.84,2025-01,630.84
2025-01-09,ce27e768,Clothing,Laptop,1,22.44,0.22,PayPal,17.5032,2025-01,17.5032
2025-01-10,65371a1b,Electronics,Vacuum,4,86.51,0.16,Credit Card,290.6736,2025-01,290.6736
2025-01-11,3cb08b33,Books,Shoes,4,360.83,0.18,PayPal,1183.5224,2025-01,1183.5224
2025-01-12,a6042385,Clothing,Board Game,1,332.87,0.15,Credit Card,282.9395,2025-01,282.9395
2025-01-13,869d8673,Clothing,Shoes,2,23.28,0.09,PayPal,42.36960000000001,2025-01,42.36960000000001
2025-01-14,ecf7dd37,Toys,Laptop,1,118.77,0.17,PayPal,98.5791,2025-01,98.5791
2025-01-15,a35e633d,Books,Board Game,4,123.23,0.21,Bank Transfer,389.4068,2025-01,389.4068
2025-01-16,80afe5e1,Clothing,Board Game,2,339.23,0.26,Credit Card,502.0604,2025-01,502.0604
2025-01-17,a3ae6aff,Clothing,Novel,4,19.66,0.19,Bank Transfer,63.69840000000001,2025-01,63.69840000000001
2025-01-18,48232bb4,Home,Novel,1,61.01,0.23,Bank Transfer,46.9777,2025-01,46.9777
2025-01-19,9e68c186,Home,Laptop,1,401.96,0.05,Credit Card,381.862,2025-01,381.862
2025-01-20,b473ac45,Clothing,Shoes,4,97.49,0.14,Credit Card,335.3656,2025-01,335.3656
2025-01-21,79e9ea7e,Electronics,Board Game,3,329.85,0.0,Bank Transfer,989.5500000000001,2025-01,989.5500000000001
2025-01-22,6fb14f24,Home,Novel,3,126.71,0.07,Credit Card,353.5209,2025-01,353.5209
2025-01-23,97e04df0,Toys,Laptop,1,58.73,0.22,Credit Card,45.8094,2025-01,45.8094
2025-01-24,f922c9e5,Books,Novel,1,129.15,0.3,PayPal,90.405,2025-01,90.405
2025-01-25,cf46a24f,Toys,Vacuum,3,363.91,0.03,Credit Card,1058.9781,2025-01,1058.9781
2025-01-26,c6fbd2f5,Books,Laptop,3,429.29,0.12,Bank Transfer,1133.3256,2025-01,1133.3256
2025-01-27,bfdbbcdc,Clothing,Laptop,4,416.81,0.24,PayPal,1267.1024,2025-01,1267.1024
2025-01-28,24d9c0bc,Home,Shoes,4,204.62,0.06,PayPal,769.3711999999999,2025-01,769.3711999999999
2025-01-29,46f0ff2f,Electronics,Board Game,3,337.36,0.17,PayPal,840.0264,2025-01,840.0264
2025-01-30,0ce0c76c,Clothing,Vacuum,4,110.44,0.22,PayPal,344.5728,2025-01,344.5728
2025-01-31,56c95d03,Home,Novel,4,153.64,0.18,PayPal,503.9392,2025-01,503.9392
2025-02-01,5b0eaae8,Home,Vacuum,2,449.2,0.06,PayPal,844.496,2025-02,844.496
2025-02-02,5cc2cc4f,Books,Laptop,4,16.37,0.11,Bank Transfer,58.27720000000001,2025-02,58.27720000000001
2025-02-03,d88285bd,Home,Shoes,1,51.9,0.24,PayPal,39.444,2025-02,39.444
2025-02-04,81a1e913,Home,Shoes,4,111.86,0.17,Bank Transfer,371.3752,2025-02,371.3752
2025-02-05,ff700661,Clothing,Laptop,4,23.0,0.0,Bank Transfer,92.0,2025-02,92.0
2025-02-06,290b342a,Home,Vacuum,3,98.9,0.23,Credit Card,228.459,2025-02,228.459
2025-02-07,1e6af12e,Toys,Novel,1,295.69,0.01,PayPal,292.7331,2025-02,292.7331
2025-02-08,0eb08ffb,Books,Vacuum,4,216.5,0.22,Credit Card,675.48,2025-02,675.48
2025-02-09,4a878843,Electronics,Laptop,4,447.41,0.06,Credit Card,1682.2616,2025-02,1682.2616
2025-02-10,f20f4797,Electronics,Board Game,2,410.55,0.29,Credit Card,582.981,2025-02,582.981
2025-02-11,001000d6,Home,Vacuum,4,177.49,0.11,Credit Card,631.8644,2025-02,631.8644
2025-02-12,21244797,Books,Laptop,4,137.12,0.1,Credit Card,493.632,2025-02,493.632
2025-02-13,fc85c662,Clothing,Vacuum,2,196.05,0.04,Bank Transfer,376.416,2025-02,376.416
2025-02-14,68445465,Toys,Shoes,3,299.24,0.09,PayPal,816.9252,2025-02,816.9252
2025-02-15,d5249d43,Books,Laptop,4,141.35,0.26,PayPal,418.396,2025-02,418.396
2025-02-16,48ba70b8,Books,Vacuum,2,315.83,0.3,Credit Card,442.162,2025-02,442.162
2025-02-17,0ccff508,Clothing,Novel,1,210.61,0.11,PayPal,187.4429,2025-02,187.4429
2025-02-18,e2bb6fa6,Electronics,Shoes,3,280.5,0.13,Credit Card,732.105,2025-02,732.105
2025-02-19,6805ba70,Electronics,Vacuum,1,223.7,0.22,PayPal,174.486,2025-02,174.486
2025-02-20,fb74d52a,Clothing,Novel,1,154.29,0.27,Bank Transfer,112.6317,2025-02,112.6317
2025-02-21,c045465c,Home,Laptop,2,474.74,0.18,PayPal,778.5736,2025-02,778.5736
2025-02-22,d0900736,Toys,Board Game,4,384.17,0.12,Bank Transfer,1352.2784,2025-02,1352.2784
2025-02-23,7e10cdbf,Electronics,Laptop,2,78.66,0.12,PayPal,138.4416,2025-02,138.4416
2025-02-24,09d5dc8b,Home,Vacuum,2,435.55,0.21,PayPal,688.1690000000001,2025-02,688.1690000000001
2025-02-25,d035475a,Books,Vacuum,2,248.84,0.0,Credit Card,497.68,2025-02,497.68
2025-02-26,09840946,Electronics,Board Game,2,448.33,0.19,Credit Card,726.2946000000001,2025-02,726.2946000000001
2025-02-27,4a0d09fd,Books,Vacuum,3,401.93,0.11,PayPal,1073.1531,2025-02,1073.1531
2025-02-28,f689a121,Home,Shoes,4,218.35,0.24,Credit Card,663.784,2025-02,663.784
2025-03-01,8995e4e8,Clothing,Vacuum,1,21.01,0.03,PayPal,20.3797,2025-03,20.3797
2025-03-02,7d3721f6,Books,Novel,1,141.65,0.18,Credit Card,116.153,2025-03,116.153
2025-03-03,a2ca50d5,Electronics,Board Game,4,275.4,0.14,Credit Card,947.3759999999999,2025-03,947.3759999999999
2025-03-04,9f19e7d8,Books,Shoes,1,320.4,0.19,Bank Transfer,259.524,2025-03,259.524
2025-03-05,f2cb261e,Books,Laptop,4,136.36,0.02,Bank Transfer,534.5312,2025-03,534.5312
2025-03-06,588b2614,Electronics,Novel,1,78.28,0.17,PayPal,64.9724,2025-03,64.9724
2025-03-07,9e97a8e7,Home,Shoes,2,419.12,0.17,PayPal,695.7392,2025-03,695.7392
2025-03-08,1de67c3c,Electronics,Novel,1,492.36,0.17,Bank Transfer,408.6588,2025-03,408.6588
2025-03-09,bb3e1f31,Toys,Novel,4,267.59,0.18,PayPal,877.6952,2025-03,877.6952
2025-03-10,ec00e1ff,Home,Novel,4,94.12,0.2,Bank Transfer,301.184,2025-03,301.184
2025-03-11,6dc90078,Electronics,Novel,4,143.43,0.24,PayPal,436.0272000000001,2025-03,436.0272000000001
2025-03-12,20246e90,Clothing,Shoes,4,19.01,0.08,Credit Card,69.95680000000002,2025-03,69.95680000000002
2025-03-13,b79a7695,Toys,Laptop,4,458.01,0.25,Credit Card,1374.03,2025-03,1374.03
2025-03-14,59273461,Home,Vacuum,3,67.7,0.15,Bank Transfer,172.635,2025-03,172.635
2025-03-15,1a16951d,Toys,Board Game,3,292.49,0.02,Credit Card,859.9206,2025-03,859.9206
2025-03-16,f10f5c6a,Books,Laptop,1,144.29,0.02,Credit Card,141.4042,2025-03,141.4042
2025-03-17,5de008ba,Toys,Novel,4,281.55,0.1,PayPal,1013.58,2025-03,1013.58
2025-03-18,5d664720,Home,Vacuum,1,329.2,0.24,Credit Card,250.192,2025-03,250.192
2025-03-19,2d29986c,Toys,Novel,4,416.57,0.21,PayPal,1316.3612,2025-03,1316.3612
2025-03-20,b64230ca,Toys,Novel,4,111.15,0.24,Bank Transfer,337.896,2025-03,337.896
2025-03-21,b482635b,Books,Board Game,3,15.39,0.16,Bank Transfer,38.7828,2025-03,38.7828
2025-03-22,316007d9,Books,Laptop,3,77.07,0.13,PayPal,201.1527,2025-03,201.1527
2025-03-23,5dd93ac4,Home,Novel,2,451.01,0.04,Credit Card,865.9391999999999,2025-03,865.9391999999999
2025-03-24,7d9a20b5,Toys,Vacuum,3,438.21,0.1,Credit Card,1183.167,2025-03,1183.167
2025-03-25,02597d72,Home,Shoes,2,302.73,0.13,Bank Transfer,526.7502000000001,2025-03,526.7502000000001
2025-03-26,12c5b6a3,Toys,Laptop,2,304.25,0.03,Bank Transfer,590.245,2025-03,590.245
2025-03-27,16d1d604,Books,Laptop,2,335.87,0.07,PayPal,624.7181999999999,2025-03,624.7181999999999
2025-03-28,18a0dcc5,Home,Laptop,2,95.93,0.18,Bank Transfer,157.3252,2025-03,157.3252
2025-03-29,46ffbf8e,Clothing,Board Game,2,458.06,0.22,Credit Card,714.5736,2025-03,714.5736
2025-03-30,e48dd228,Clothing,Vacuum,1,215.2,0.3,Bank Transfer,150.64,2025-03,150.64
2025-03-31,2592ce93,Books,Board Game,3,197.74,0.28,PayPal,427.1184,2025-03,427.1184
2025-04-01,3aeb80d0,Books,Vacuum,2,264.27,0.19,Bank Transfer,428.1174,2025-04,428.1174
2025-04-02,c08ede08,Home,Shoes,4,33.01,0.13,Credit Card,114.8748,2025-04,114.8748
2025-04-03,75bc1261,Books,Novel,3,91.48,0.19,Bank Transfer,222.2964,2025-04,222.2964
2025-04-04,156279cc,Clothing,Laptop,3,371.64,0.24,Bank Transfer,847.3392000000001,2025-04,847.3392000000001
2025-04-05,5143abea,Electronics,Shoes,2,50.57,0.04,Credit Card,97.0944,2025-04,97.0944
2025-04-06,fb1ad339,Clothing,Novel,1,305.54,0.12,Bank Transfer,268.8752,2025-04,268.8752
2025-04-07,e7a3b34c,Clothing,Board Game,2,130.22,0.25,PayPal,195.33,2025-04,195.33
2025-04-08,e7e4d5a9,Clothing,Shoes,1,200.75,0.12,PayPal,176.66,2025-04,176.66
2025-04-09,6b729399,Home,Laptop,4,151.46,0.17,Bank Transfer,502.8472,2025-04,502.8472
2025-04-10,9ca2a6fb,Electronics,Shoes,3,184.28,0.18,PayPal,453.3288000000001,2025-04,453.3288000000001
2025-04-11,42831515,Clothing,Board Game,4,362.33,0.06,Bank Transfer,1362.3608,2025-04,1362.3608
2025-04-12,5ae58cec,Books,Novel,1,155.59,0.11,Bank Transfer,138.4751,2025-04,138.4751
2025-04-13,1a3d83c8,Books,Board Game,1,287.54,0.1,Credit Card,258.786,2025-04,258.786
2025-04-14,69ee3414,Electronics,Shoes,4,243.26,0.01,Bank Transfer,963.3095999999999,2025-04,963.3095999999999
2025-04-15,77622574,Home,Board Game,1,335.2,0.01,PayPal,331.848,2025-04,331.848
2025-04-16,e8ff71e5,Home,Vacuum,4,469.05,0.25,PayPal,1407.15,2025-04,1407.15
2025-04-17,c835078b,Home,Vacuum,3,368.96,0.08,Bank Transfer,1018.3296,2025-04,1018.3296
2025-04-18,b1fd71db,Clothing,Board Game,4,115.32,0.16,PayPal,387.4752,2025-04,387.4752
2025-04-19,7ec8f5c0,Home,Vacuum,3,25.28,0.09,Credit Card,69.01440000000001,2025-04,69.01440000000001
2025-04-20,af556bb2,Toys,Board Game,4,138.51,0.28,Credit Card,398.9088,2025-04,398.9088
2025-04-21,8ee75aa7,Home,Novel,1,301.59,0.08,Credit Card,277.4628,2025-04,277.4628
2025-04-22,3a54763c,Books,Laptop,4,35.2,0.13,Credit Card,122.496,2025-04,122.496
2025-04-23,e6f87bfb,Toys,Novel,1,253.22,0.26,Credit Card,187.3828,2025-04,187.3828
2025-04-24,bca2793f,Books,Board Game,4,302.45,0.25,PayPal,907.3499999999999,2025-04,907.3499999999999
2025-04-25,0f690caf,Clothing,Vacuum,4,173.78,0.06,Credit Card,653.4128,2025-04,653.4128
2025-04-26,677f1dc5,Electronics,Shoes,2,387.75,0.24,PayPal,589.38,2025-04,589.38
2025-04-27,6531c0dd,Clothing,Laptop,1,62.23,0.14,Credit Card,53.51779999999999,2025-04,53.51779999999999
2025-04-28,ad4eb5dd,Books,Novel,2,46.82,0.14,Bank Transfer,80.5304,2025-04,80.5304
2025-04-29,c27fa86b,Toys,Shoes,1,366.81,0.04,Credit Card,352.1376,2025-04,352.1376
2025-04-30,3eccf21c,Toys,Novel,2,252.79,0.02,Credit Card,495.4684,2025-04,495.4684
2025-05-01,467bd706,Home,Vacuum,3,347.32,0.22,Bank Transfer,812.7288000000001,2025-05,812.7288000000001
2025-05-02,78538c52,Books,Novel,4,223.07,0.15,Bank Transfer,758.438,2025-05,758.438
2025-05-03,0b358c14,Home,Shoes,1,130.74,0.13,Bank Transfer,113.7438,2025-05,113.7438
2025-05-04,9e848ad9,Books,Laptop,1,411.36,0.22,Credit Card,320.8608,2025-05,320.8608
2025-05-05,faedba85,Clothing,Board Game,4,401.71,0.23,Bank Transfer,1237.2668,2025-05,1237.2668
2025-05-06,2a7a31bf,Clothing,Shoes,1,350.4,0.05,Bank Transfer,332.8799999999999,2025-05,332.8799999999999
2025-05-07,1d61c4ae,Home,Board Game,1,143.35,0.18,Bank Transfer,117.547,2025-05,117.547
2025-05-08,07da7b6b,Electronics,Shoes,2,299.21,0.04,Bank Transfer,574.4831999999999,2025-05,574.4831999999999
2025-05-09,b0358fce,Clothing,Board Game,1,186.88,0.23,Bank Transfer,143.8976,2025-05,143.8976
2025-05-10,f9c04fe6,Books,Board Game,3,54.88,0.2,Credit Card,131.712,2025-05,131.712
2025-05-11,7d3b8f8c,Home,Laptop,3,459.48,0.29,Bank Transfer,978.6924,2025-05,978.6924
2025-05-12,feaaf6cb,Electronics,Novel,4,77.04,0.02,Credit Card,301.9968,2025-05,301.9968
2025-05-13,c9f53128,Home,Shoes,1,475.62,0.02,Bank Transfer,466.1076,2025-05,466.1076
2025-05-14,03683036,Electronics,Board Game,4,228.54,0.08,Bank Transfer,841.0272,2025-05,841.0272
2025-05-15,e536be6a,Books,Novel,3,100.72,0.08,Bank Transfer,277.9872,2025-05,277.9872
2025-05-16,c60280cf,Electronics,Board Game,1,275.53,0.07,Bank Transfer,256.2429,2025-05,256.2429
2025-05-17,3229565e,Clothing,Laptop,1,437.74,0.27,PayPal,319.5502,2025-05,319.5502
2025-05-18,425cb5d5,Home,Novel,4,368.79,0.07,PayPal,1371.8988,2025-05,1371.8988
2025-05-19,3bb642d7,Electronics,Novel,3,405.21,0.08,Credit Card,1118.3796,2025-05,1118.3796
2025-05-20,07b99cab,Books,Laptop,1,332.8,0.23,PayPal,256.256,2025-05,256.256
2025-05-21,365481a4,Electronics,Laptop,4,349.22,0.13,PayPal,1215.2856,2025-05,1215.2856
2025-05-22,e2769b34,Home,Novel,3,426.11,0.23,PayPal,984.3140999999999,2025-05,984.3140999999999
2025-05-23,fff9506f,Electronics,Shoes,4,132.34,0.02,Bank Transfer,518.7728,2025-05,518.7728
2025-05-24,91949118,Clothing,Shoes,2,249.82,0.15,Credit Card,424.694,2025-05,424.694
2025-05-25,2e20d8b0,Clothing,Vacuum,1,118.39,0.01,PayPal,117.2061,2025-05,117.2061
